FIPS,ADMIN2,PROVINCE_STATE,COUNTRY_REGION,LAST_UPDATE,LATITUDE,LONGITUDE,CONFIRMED,DEATHS,RECOVERED,ACTIVE,COMBINED_KEY,GEOID,RECORD_KEY
0,-,Hubei,China,2020-02-14T23:33:02,,,54406,1457,4774,,"Hubei, China",CN,ChinaHubei-2020-02-14T23:33:02
0,-,Guangdong,China,2020-02-14T12:53:02,,,1261,2,362,,"Guangdong, China",CN,ChinaGuangdong-2020-02-14T12:53:02
0,-,Henan,China,2020-02-14T12:53:02,,,1184,11,357,,"Henan, China",CN,ChinaHenan-2020-02-14T12:53:02
0,-,Zhejiang,China,2020-02-14T14:13:15,,,1155,0,403,,"Zhejiang, China",CN,ChinaZhejiang-2020-02-14T14:13:15
0,-,Hunan,China,2020-02-14T09:23:04,,,988,2,364,,"Hunan, China",CN,ChinaHunan-2020-02-14T09:23:04
0,-,Anhui,China,2020-02-14T12:53:02,,,934,6,193,,"Anhui, China",CN,ChinaAnhui-2020-02-14T12:53:02
0,-,Jiangxi,China,2020-02-14T01:13:06,,,900,1,187,,"Jiangxi, China",CN,ChinaJiangxi-2020-02-14T01:13:06
0,-,Jiangsu,China,2020-02-14T10:03:03,,,593,0,157,,"Jiangsu, China",CN,ChinaJiangsu-2020-02-14T10:03:03
0,-,Chongqing,China,2020-02-14T23:33:02,,,537,5,152,,"Chongqing, China",CN,ChinaChongqing-2020-02-14T23:33:02
0,-,Shandong,China,2020-02-14T11:13:22,,,523,2,136,,"Shandong, China",CN,ChinaShandong-2020-02-14T11:13:22
0,-,Sichuan,China,2020-02-14T11:13:22,,,463,1,114,,"Sichuan, China",CN,ChinaSichuan-2020-02-14T11:13:22
0,-,Heilongjiang,China,2020-02-14T13:23:07,,,419,11,47,,"Heilongjiang, China",CN,ChinaHeilongjiang-2020-02-14T13:23:07
0,-,Beijing,China,2020-02-14T06:33:02,,,372,3,80,,"Beijing, China",CN,ChinaBeijing-2020-02-14T06:33:02
0,-,Shanghai,China,2020-02-14T04:13:11,,,318,1,90,,"Shanghai, China",CN,ChinaShanghai-2020-02-14T04:13:11
0,-,Hebei,China,2020-02-14T11:13:22,,,283,3,87,,"Hebei, China",CN,ChinaHebei-2020-02-14T11:13:22
0,-,Fujian,China,2020-02-14T11:13:22,,,281,0,63,,"Fujian, China",CN,ChinaFujian-2020-02-14T11:13:22
0,-,Shaanxi,China,2020-02-14T12:53:02,,,230,0,54,,"Shaanxi, China",CN,ChinaShaanxi-2020-02-14T12:53:02
0,-,Guangxi,China,2020-02-14T15:23:02,,,226,2,36,,"Guangxi, China",CN,ChinaGuangxi-2020-02-14T15:23:02
0,-,Diamond Princess cruise ship,Others,2020-02-14T00:13:23,,,218,0,0,,"Diamond Princess cruise ship, Others",-,OthersDiamond Princess cruise ship-2020-02-14T00:13:23
0,-,Yunnan,China,2020-02-14T12:53:02,,,162,0,36,,"Yunnan, China",CN,ChinaYunnan-2020-02-14T12:53:02
0,-,Hainan,China,2020-02-14T15:23:02,,,159,4,43,,"Hainan, China",CN,ChinaHainan-2020-02-14T15:23:02
0,-,Guizhou,China,2020-02-14T01:53:02,,,140,1,28,,"Guizhou, China",CN,ChinaGuizhou-2020-02-14T01:53:02
0,-,Shanxi,China,2020-02-14T23:23:04,,,127,0,38,,"Shanxi, China",CN,ChinaShanxi-2020-02-14T23:23:04
0,-,Tianjin,China,2020-02-14T11:13:22,,,120,3,31,,"Tianjin, China",CN,ChinaTianjin-2020-02-14T11:13:22
0,-,Liaoning,China,2020-02-14T15:23:02,,,119,1,29,,"Liaoning, China",CN,ChinaLiaoning-2020-02-14T15:23:02
0,-,Gansu,China,2020-02-13T15:53:03,,,90,2,39,,"Gansu, China",CN,ChinaGansu-2020-02-13T15:53:03
0,-,Jilin,China,2020-02-14T00:43:02,,,86,1,25,,"Jilin, China",CN,ChinaJilin-2020-02-14T00:43:02
0,-,Ningxia,China,2020-02-14T01:43:02,,,67,0,24,,"Ningxia, China",CN,ChinaNingxia-2020-02-14T01:43:02
0,-,-,Singapore,2020-02-14T12:43:02,,,67,0,17,,Singapore,SG,Singapore--2020-02-14T12:43:02
0,-,Inner Mongolia,China,2020-02-14T02:03:08,,,65,0,6,,"Inner Mongolia, China",CN,ChinaInner Mongolia-2020-02-14T02:03:08
0,-,Xinjiang,China,2020-02-14T01:13:06,,,65,1,6,,"Xinjiang, China",CN,ChinaXinjiang-2020-02-14T01:13:06
0,-,Hong Kong,Hong Kong,2020-02-14T09:03:12,,,56,1,1,,"Hong Kong, Hong Kong",HK,Hong KongHong Kong-2020-02-14T09:03:12
0,-,-,Thailand,2020-02-13T17:53:03,,,33,0,12,,Thailand,TH,Thailand--2020-02-13T17:53:03
0,-,-,Japan,2020-02-14T03:53:02,,,29,1,9,,Japan,JP,Japan--2020-02-14T03:53:02
0,-,-,South Korea,2020-02-12T14:43:03,,,28,0,7,,South Korea,KR,South Korea--2020-02-12T14:43:03
0,-,-,Malaysia,2020-02-13T10:53:02,,,19,0,3,,Malaysia,MY,Malaysia--2020-02-13T10:53:02
0,-,Qinghai,China,2020-02-13T08:43:08,,,18,0,11,,"Qinghai, China",CN,ChinaQinghai-2020-02-13T08:43:08
0,-,Taiwan,Taiwan,2020-02-14T02:13:06,,,18,0,2,,"Taiwan, Taiwan",TW,TaiwanTaiwan-2020-02-14T02:13:06
0,-,-,Germany,2020-02-13T15:13:11,,,16,0,1,,Germany,DE,Germany--2020-02-13T15:13:11
0,-,-,Vietnam,2020-02-13T06:33:02,,,16,0,7,,Vietnam,VN,Vietnam--2020-02-13T06:33:02
0,-,-,France,2020-02-12T18:53:02,,,11,0,2,,France,FR,France--2020-02-12T18:53:02
0,-,Macau,Macau,2020-02-13T14:13:06,,,10,0,3,,"Macau, Macau",MO,MacauMacau-2020-02-13T14:13:06
0,-,-,UK,2020-02-12T19:03:06,,,9,0,1,,UK,UK,UK--2020-02-12T19:03:06
0,-,-,United Arab Emirates,2020-02-12T00:33:02,,,8,0,1,,United Arab Emirates,AE,United Arab Emirates--2020-02-12T00:33:02
0,-,Queensland,Australia,2020-02-09T19:33:02,,,5,0,0,,"Queensland, Australia",AU,AustraliaQueensland-2020-02-09T19:33:02
0,-,New South Wales,Australia,2020-02-13T17:53:03,,,4,0,4,,"New South Wales, Australia",AU,AustraliaNew South Wales-2020-02-13T17:53:03
0,-,Victoria,Australia,2020-02-13T17:53:03,,,4,0,4,,"Victoria, Australia",AU,AustraliaVictoria-2020-02-13T17:53:03
0,-,British Columbia,Canada,2020-02-07T05:43:03,,,4,0,0,,"British Columbia, Canada",CA,CanadaBritish Columbia-2020-02-07T05:43:03
0,-,-,India,2020-02-13T18:53:02,,,3,0,0,,India,IN,India--2020-02-13T18:53:02
0,-,-,Italy,2020-02-07T17:53:02,,,3,0,0,,Italy,IT,Italy--2020-02-07T17:53:02
0,-,-,Philippines,2020-02-12T07:43:02,,,3,1,1,,Philippines,PH,Philippines--2020-02-12T07:43:02
0,-,South Australia,Australia,2020-02-02T22:33:07,,,2,0,0,,"South Australia, Australia",AU,AustraliaSouth Australia-2020-02-02T22:33:07
0,Toronto,Ontario,Canada,2020-02-04T00:13:06,,,2,0,0,,"Toronto, Ontario, Canada",CA,CanadaOntarioToronto2020-02-04T00:13:06
0,-,-,Russia,2020-02-12T14:43:03,,,2,0,2,,Russia,RU,Russia--2020-02-12T14:43:03
0,-,-,Spain,2020-02-09T20:33:03,,,2,0,0,,Spain,ES,Spain--2020-02-09T20:33:03
0,Chicago,Illinois,US,2020-02-09T19:03:03,,,2,0,2,,"Chicago, Illinois, US",US,USIllinoisChicago2020-02-09T19:03:03
0,San Benito,California,US,2020-02-03T03:53:02,,,2,0,0,,"San Benito, California, US",US,USCaliforniaSan Benito2020-02-03T03:53:02
0,San Diego County,California,US,2020-02-13T03:13:08,,,2,0,0,,"San Diego County, California, US",US,USCaliforniaSan Diego County2020-02-13T03:13:08
0,Santa Clara,California,US,2020-02-03T00:43:02,,,2,0,0,,"Santa Clara, California, US",US,USCaliforniaSanta Clara2020-02-03T00:43:02
0,-,-,Belgium,2020-02-04T15:43:02,,,1,0,0,,Belgium,BE,Belgium--2020-02-04T15:43:02
0,-,-,Cambodia,2020-02-12T07:43:02,,,1,0,1,,Cambodia,KH,Cambodia--2020-02-12T07:43:02
0,London,Ontario,Canada,2020-02-12T18:53:03,,,1,0,1,,"London, Ontario, Canada",CA,CanadaOntarioLondon2020-02-12T18:53:03
0,-,-,Egypt,2020-02-14T23:53:02,,,1,0,0,,Egypt,FI,Egypt--2020-02-14T23:53:02
0,-,-,Finland,2020-02-12T00:03:12,,,1,0,1,,Finland,CN,Finland--2020-02-12T00:03:12
0,-,Tibet,China,2020-02-12T06:43:02,,,1,0,1,,"Tibet, China",CN,ChinaTibet-2020-02-12T06:43:02
0,-,-,Nepal,2020-02-12T14:43:03,,,1,0,1,,Nepal,NP,Nepal--2020-02-12T14:43:03
0,-,-,Sri Lanka,2020-02-08T03:43:03,,,1,0,1,,Sri Lanka,LK,Sri Lanka--2020-02-08T03:43:03
0,-,-,Sweden,2020-02-01T02:13:26,,,1,0,0,,Sweden,SE,Sweden--2020-02-01T02:13:26
0,Boston,Massachusetts,US,2020-02-01T19:43:03,,,1,0,0,,"Boston, Massachusetts, US",US,USMassachusettsBoston2020-02-01T19:43:03
0,Los Angeles,California,US,2020-02-01T19:53:03,,,1,0,0,,"Los Angeles, California, US",US,USCaliforniaLos Angeles2020-02-01T19:53:03
0,Madison,Wisconsin,US,2020-02-05T21:53:02,,,1,0,0,,"Madison, Wisconsin, US",US,USWisconsinMadison2020-02-05T21:53:02
0,Orange,California,US,2020-02-01T19:53:03,,,1,0,0,,"Orange, California, US",US,USCaliforniaOrange2020-02-01T19:53:03
0,San Diego County,California,US,2020-02-13T18:53:02,,,1,0,0,,"San Diego County, California, US",US,USCaliforniaSan Diego County2020-02-13T18:53:02
0,Seattle,Washington,US,2020-02-09T07:03:04,,,1,0,1,,"Seattle, Washington, US",US,USWashingtonSeattle2020-02-09T07:03:04
0,Tempe,Arizona,US,2020-02-01T19:43:03,,,1,0,0,,"Tempe, Arizona, US",US,USArizonaTempe2020-02-01T19:43:03
