FIPS,ADMIN2,PROVINCE_STATE,COUNTRY_REGION,LAST_UPDATE,LATITUDE,LONGITUDE,CONFIRMED,DEATHS,RECOVERED,ACTIVE,COMBINED_KEY,GEOID,RECORD_KEY
0,-,Hubei,China,2020-02-05T23:13:12,,,19665,549,633,,"Hubei, China",CN,ChinaHubei-2020-02-05T23:13:12
0,-,Guangdong,China,2020-02-05T13:23:04,,,895,0,49,,"Guangdong, China",CN,ChinaGuangdong-2020-02-05T13:23:04
0,-,Zhejiang,China,2020-02-05T15:13:02,,,895,0,78,,"Zhejiang, China",CN,ChinaZhejiang-2020-02-05T15:13:02
0,-,Henan,China,2020-02-05T15:03:02,,,764,2,47,,"Henan, China",CN,ChinaHenan-2020-02-05T15:03:02
0,-,Hunan,China,2020-02-05T15:23:02,,,661,0,54,,"Hunan, China",CN,ChinaHunan-2020-02-05T15:23:02
0,-,Jiangxi,China,2020-02-05T01:33:07,,,548,0,27,,"Jiangxi, China",CN,ChinaJiangxi-2020-02-05T01:33:07
0,-,Anhui,China,2020-02-05T13:43:02,,,530,0,23,,"Anhui, China",CN,ChinaAnhui-2020-02-05T13:43:02
0,-,Chongqing,China,2020-02-05T23:43:02,,,389,2,15,,"Chongqing, China",CN,ChinaChongqing-2020-02-05T23:43:02
0,-,Jiangsu,China,2020-02-05T12:43:02,,,341,0,23,,"Jiangsu, China",CN,ChinaJiangsu-2020-02-05T12:43:02
0,-,Shandong,China,2020-02-05T10:13:13,,,307,0,15,,"Shandong, China",CN,ChinaShandong-2020-02-05T10:13:13
0,-,Sichuan,China,2020-02-05T10:13:13,,,301,1,24,,"Sichuan, China",CN,ChinaSichuan-2020-02-05T10:13:13
0,-,Beijing,China,2020-02-05T05:43:02,,,253,1,24,,"Beijing, China",CN,ChinaBeijing-2020-02-05T05:43:02
0,-,Shanghai,China,2020-02-05T06:23:04,,,243,1,15,,"Shanghai, China",CN,ChinaShanghai-2020-02-05T06:23:04
0,-,Fujian,China,2020-02-05T12:33:01,,,205,0,11,,"Fujian, China",CN,ChinaFujian-2020-02-05T12:33:01
0,-,Heilongjiang,China,2020-02-05T12:13:04,,,190,2,7,,"Heilongjiang, China",CN,ChinaHeilongjiang-2020-02-05T12:13:04
0,-,Shaanxi,China,2020-02-05T08:43:01,,,165,0,6,,"Shaanxi, China",CN,ChinaShaanxi-2020-02-05T08:43:01
0,-,Guangxi,China,2020-02-05T12:03:08,,,150,0,13,,"Guangxi, China",CN,ChinaGuangxi-2020-02-05T12:03:08
0,-,Hebei,China,2020-02-05T11:23:18,,,135,1,6,,"Hebei, China",CN,ChinaHebei-2020-02-05T11:23:18
0,-,Yunnan,China,2020-02-05T23:33:02,,,128,0,5,,"Yunnan, China",CN,ChinaYunnan-2020-02-05T23:33:02
0,-,Hainan,China,2020-02-05T16:43:04,,,99,1,5,,"Hainan, China",CN,ChinaHainan-2020-02-05T16:43:04
0,-,Liaoning,China,2020-02-05T15:23:02,,,89,0,4,,"Liaoning, China",CN,ChinaLiaoning-2020-02-05T15:23:02
0,-,Shanxi,China,2020-02-05T15:23:02,,,81,0,5,,"Shanxi, China",CN,ChinaShanxi-2020-02-05T15:23:02
0,-,Tianjin,China,2020-02-05T03:43:02,,,69,1,2,,"Tianjin, China",CN,ChinaTianjin-2020-02-05T03:43:02
0,-,Guizhou,China,2020-02-05T12:33:02,,,64,1,9,,"Guizhou, China",CN,ChinaGuizhou-2020-02-05T12:33:02
0,-,Gansu,China,2020-02-05T16:23:06,,,62,0,6,,"Gansu, China",CN,ChinaGansu-2020-02-05T16:23:06
0,-,Jilin,China,2020-02-05T11:03:16,,,54,0,2,,"Jilin, China",CN,ChinaJilin-2020-02-05T11:03:16
0,-,Inner Mongolia,China,2020-02-05T08:53:02,,,42,0,3,,"Inner Mongolia, China",CN,ChinaInner Mongolia-2020-02-05T08:53:02
0,-,Ningxia,China,2020-02-04T02:13:18,,,34,0,1,,"Ningxia, China",CN,ChinaNingxia-2020-02-04T02:13:18
